"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","","Riposo","0","0","0:03.9","0:03.9","0","0","0","78","82","0","0","1"
"","1","Stile libero","1","25","0:39.7","0:43.7","2:39","2:39","54","101","118","14","14","4"
"","1.1","Stile libero","1","25","0:39.7","0:39.7","2:39","2:39","54","90","104","14","--","--"
"","","Riposo","0","0","0:37.1","1:20.8","0","0","0","102","112","0","0","3"
"","2","Stile libero","2","50","1:17.6","2:38.4","2:35","2:12","53","121","131","29","15","12"
"","2.1","Stile libero","1","25","0:33.1","0:33.1","2:12","2:12","48","107","120","15","--","--"
"","2.2","Stile libero","1","25","0:44.6","1:17.6","2:58","2:58","59","123","128","14","--","--"
"","","Riposo","0","0","3:11.5","5:49.9","0","0","0","76","128","0","0","9"
"","3","Stile libero","1","25","0:25.7","6:15.6","1:43","1:43","34","112","116","8","8","3"
"","3.1","Stile libero","1","25","0:25.7","0:25.7","1:43","1:43","34","96","116","8","--","--"
"","","Riposo","0","0","2:18.3","8:33.9","0","0","0","85","112","0","0","9"
"","4","Rana","1","25","0:17.8","8:51.7","1:11","1:11","26","80","83","8","8","1"
"","4.1","Rana","1","25","0:17.8","0:17.8","1:11","1:11","26","72","78","8","--","--"
"","","Riposo","0","0","3:00.7","11:52","0","0","0","85","126","0","0","12"
"","","Riposo","0","0","0:04.9","11:57","0","0","0","67","71","0","3","0"
"","","Riposo","0","0","5:51.4","17:49","0","0","0","100","126","0","0","32"
"","5","Rana","1","25","0:24.3","18:13","1:37","1:37","33","122","125","9","9","3"
"","5.1","Rana","1","25","0:24.3","0:24.3","1:37","1:37","33","113","123","9","--","--"
"","","Riposo","0","0","0:43.4","18:56","0","0","0","114","122","0","0","6"
"","6","Rana","2","50","0:42.3","19:39","1:25","1:22","29","129","137","15","8","6"
"","6.1","Rana","1","25","0:21.9","0:21.9","1:27","1:27","30","119","126","8","--","--"
"","6.2","Rana","1","25","0:20.4","0:42.3","1:22","1:22","27","131","137","7","--","--"
"","","Riposo","0","0","3:54.6","23:33","0","0","0","88","129","0","0","14"
"","7","Misto","2","50","1:20.7","24:54","2:42","2:26","50","121","145","20","10","10"
"","7.1","Stile libero","1","25","0:36.5","0:36.5","2:26","2:26","49","98","111","12","--","--"
"","7.2","Dorso","1","25","0:44.2","1:20.7","2:57","2:57","52","127","143","8","--","--"
"","","Riposo","0","0","0:18.5","25:12","0","0","0","137","143","0","0","4"
"","8","Misto","4","100","1:32.1","26:45","1:32","0:55","29","138","149","25","6","17"
"","8.1","Rana","1","25","0:13.8","0:13.8","0:55","0:55","20","135","137","6","--","--"
"","8.2","Stile libero","1","25","0:34.4","0:48.1","2:18","2:18","43","131","134","9","--","--"
"","8.3","Dorso","1","25","0:25.2","1:13.3","1:41","1:41","30","137","141","5","--","--"
"","8.4","Dorso","1","25","0:18.8","1:32.1","1:15","1:15","24","146","149","5","--","--"
"","","Riposo","0","0","0:33.8","27:18","0","0","0","139","145","0","0","6"
"","9","Misto","5","125","2:05.9","29:24","1:41","1:17","32","133","144","34","7","21"
"","9.1","Stile libero","1","25","0:19.3","0:19.3","1:17","1:17","28","136","138","9","--","--"
"","9.2","Stile libero","1","25","0:19.3","0:38.6","1:17","1:17","25","138","144","6","--","--"
"","9.3","Dorso","1","25","0:25.8","1:04.4","1:43","1:43","31","138","143","5","--","--"
"","9.4","Dorso","1","25","0:27.3","1:31.7","1:49","1:49","33","139","140","6","--","--"
"","9.5","Rana","1","25","0:34.2","2:05.9","2:17","2:17","42","129","136","8","--","--"
"","","Riposo","0","0","7:28.8","36:53","0","0","0","93","121","0","0","27"
"","10","Rana","2","50","1:39.9","38:33","3:20","2:59","67","107","116","35","18","9"
"","10.1","Rana","1","25","0:44.8","0:44.8","2:59","2:59","62","97","108","17","--","--"
"","10.2","Rana","1","25","0:55.2","1:39.9","3:41","3:41","73","110","116","18","--","--"
"","","Riposo","0","0","1:22.4","39:55","0","0","0","90","114","0","0","5"
"","11","Stile libero","1","25","0:35.2","40:30","2:21","2:21","54","94","104","19","19","2"
"","11.1","Stile libero","1","25","0:35.2","0:35.2","2:21","2:21","54","85","104","19","--","--"
"","","Riposo","0","0","0:14.8","40:45","0","0","0","98","103","0","0","1"
"","Riepilogo","--","22","550","40:45","40:45","2:00","0:55","40","100","149","216","10","217"